name,author,version,category,format_version,n_tables,n_models,n_images,n_scripts,n_other,softcodes,has_modfiles,meta_error,tables,path
digibeetle1pc,Mojoceramon aka HexerVoodoom ,0.1,New Digimon,1,28,87,14,0,2,yes,yes,,battle_command/Command|battle_command_effect/effect|battle_support_skill/support_skill|charname/Sheet1|degeneration_para/digimon|digimon_book_explanation/Sheet1|digimon_common_para/digimon|digimon_farm_para/digimon|digimon_list/digimon|evolution_condition_para/digimon|evolution_next_para/digimon|item_para/table|model_attach_para/digimon01|model_attach_para/digimon02|model_attach_para/digimon03|model_default_scale/digimon|model_default_scale/pc|mon_design_para/Monster|mon_para/Monster|mon_para_hard/Monster|same_animation_data/digimon|same_animation_data/mob|same_animation_data/npc|same_animation_data/pc|skill_content_name/Sheet1|skill_name/Sheet1|skill_use_group_set/digimon|ui_mon_param_info/Field,D:\Mateus\Modding Digimon\DIGIMON WORLD 2 PART II\DIGIBEETLE
digibeetle1pc,Mojoceramon aka HexerVoodoom ,0.1,New Digimon,1,30,216,15,0,2,yes,yes,,battle_command/Command|battle_command_effect/effect|battle_support_skill/support_skill|charname/Sheet1|degeneration_para/digimon|digimon_book_explanation/Sheet1|digimon_common_para/digimon|digimon_farm_para/digimon|digimon_list/digimon|evolution_condition_para/digimon|evolution_next_para/digimon|item_para/table|model_attach_para/digimon01|model_attach_para/digimon02|model_attach_para/digimon03|model_default_scale/digimon|model_default_scale/mob|model_default_scale/npc|model_default_scale/pc|mon_design_para/Monster|mon_para/Monster|mon_para_hard/Monster|same_animation_data/digimon|same_animation_data/mob|same_animation_data/npc|same_animation_data/pc|skill_content_name/Sheet1|skill_name/Sheet1|skill_use_group_set/digimon|ui_mon_param_info/Field,D:\SteamLibrary\steamapps\common\SimpleDSCSModManager-develop\SimpleDSCSModManager\mods\DIGIBEETLE
digibeetle1pc,Mojoceramon aka HexerVoodoom ,0.1,New Digimon,1,28,174,14,0,2,yes,yes,,battle_command/Command|battle_command_effect/effect|battle_support_skill/support_skill|charname/Sheet1|degeneration_para/digimon|digimon_book_explanation/Sheet1|digimon_common_para/digimon|digimon_farm_para/digimon|digimon_list/digimon|evolution_condition_para/digimon|evolution_next_para/digimon|item_para/table|model_attach_para/digimon01|model_attach_para/digimon02|model_attach_para/digimon03|model_default_scale/digimon|model_default_scale/pc|mon_design_para/Monster|mon_para/Monster|mon_para_hard/Monster|same_animation_data/digimon|same_animation_data/mob|same_animation_data/npc|same_animation_data/pc|skill_content_name/Sheet1|skill_name/Sheet1|skill_use_group_set/digimon|ui_mon_param_info/Field,D:\SteamLibrary\steamapps\common\SimpleDSCSModManager-develop\SimpleDSCSModManager\mods\DIGIMON WORLD 2 PART II
digibeetle2pc,Mojoceramon aka HexerVoodoom ,0.1,New Digimon,1,28,8,24,0,2,yes,yes,,battle_command/Command|battle_command_effect/effect|battle_support_skill/support_skill|charname/Sheet1|degeneration_para/digimon|digimon_book_explanation/Sheet1|digimon_common_para/digimon|digimon_farm_para/digimon|digimon_list/digimon|evolution_condition_para/digimon|evolution_next_para/digimon|item_para/table|model_attach_para/digimon01|model_attach_para/digimon02|model_attach_para/digimon03|model_default_scale/digimon|model_default_scale/pc|mon_design_para/Monster|mon_para/Monster|mon_para_hard/Monster|same_animation_data/digimon|same_animation_data/mob|same_animation_data/npc|same_animation_data/pc|skill_content_name/Sheet1|skill_name/Sheet1|skill_use_group_set/digimon|ui_mon_param_info/Field,D:\Mateus\Modding Digimon\DIGIMON WORLD 2 PART II\DIGIBEETLE_BROWN
digibeetle2pc,Mojoceramon aka HexerVoodoom ,0.1,New Digimon,1,28,8,24,0,2,yes,yes,,battle_command/Command|battle_command_effect/effect|battle_support_skill/support_skill|charname/Sheet1|degeneration_para/digimon|digimon_book_explanation/Sheet1|digimon_common_para/digimon|digimon_farm_para/digimon|digimon_list/digimon|evolution_condition_para/digimon|evolution_next_para/digimon|item_para/table|model_attach_para/digimon01|model_attach_para/digimon02|model_attach_para/digimon03|model_default_scale/digimon|model_default_scale/pc|mon_design_para/Monster|mon_para/Monster|mon_para_hard/Monster|same_animation_data/digimon|same_animation_data/mob|same_animation_data/npc|same_animation_data/pc|skill_content_name/Sheet1|skill_name/Sheet1|skill_use_group_set/digimon|ui_mon_param_info/Field,D:\SteamLibrary\steamapps\common\SimpleDSCSModManager-develop\SimpleDSCSModManager\mods\DIGIBEETLE_BROWN
digibeetle3pc,Mojoceramon aka HexerVoodoom ,0.1,New Digimon,1,28,8,20,0,2,yes,yes,,battle_command/Command|battle_command_effect/effect|battle_support_skill/support_skill|charname/Sheet1|degeneration_para/digimon|digimon_book_explanation/Sheet1|digimon_common_para/digimon|digimon_farm_para/digimon|digimon_list/digimon|evolution_condition_para/digimon|evolution_next_para/digimon|item_para/table|model_attach_para/digimon01|model_attach_para/digimon02|model_attach_para/digimon03|model_default_scale/digimon|model_default_scale/pc|mon_design_para/Monster|mon_para/Monster|mon_para_hard/Monster|same_animation_data/digimon|same_animation_data/mob|same_animation_data/npc|same_animation_data/pc|skill_content_name/Sheet1|skill_name/Sheet1|skill_use_group_set/digimon|ui_mon_param_info/Field,D:\Mateus\Modding Digimon\DIGIMON WORLD 2 PART II\DIGIBETTLE_3
digibeetle3pc,Mojoceramon aka HexerVoodoom ,0.1,New Digimon,1,28,8,24,0,2,yes,yes,,battle_command/Command|battle_command_effect/effect|battle_support_skill/support_skill|charname/Sheet1|degeneration_para/digimon|digimon_book_explanation/Sheet1|digimon_common_para/digimon|digimon_farm_para/digimon|digimon_list/digimon|evolution_condition_para/digimon|evolution_next_para/digimon|item_para/table|model_attach_para/digimon01|model_attach_para/digimon02|model_attach_para/digimon03|model_default_scale/digimon|model_default_scale/pc|mon_design_para/Monster|mon_para/Monster|mon_para_hard/Monster|same_animation_data/digimon|same_animation_data/mob|same_animation_data/npc|same_animation_data/pc|skill_content_name/Sheet1|skill_name/Sheet1|skill_use_group_set/digimon|ui_mon_param_info/Field,D:\SteamLibrary\steamapps\common\SimpleDSCSModManager-develop\SimpleDSCSModManager\mods\DIGIBETTLE_3
Digibeetle_A,Mojoceramon aka HexerVoodoom ,0.1,New Digimon,1,24,37,30,0,2,yes,yes,,battle_command/Command|battle_command_effect/effect|battle_support_skill/support_skill|charname/Sheet1|degeneration_para/digimon|digimon_book_explanation/Sheet1|digimon_common_para/digimon|digimon_farm_para/digimon|digimon_list/digimon|evolution_condition_para/digimon|evolution_next_para/digimon|item_para/table|model_attach_para/digimon01|model_attach_para/digimon02|model_attach_para/digimon03|model_default_scale/digimon|model_default_scale/pc|mon_design_para/Monster|mon_para/Monster|mon_para_hard/Monster|skill_content_name/Sheet1|skill_name/Sheet1|skill_use_group_set/digimon|ui_mon_param_info/Field,D:\Mateus\Modding Digimon\DIGIMON WORLD 2 PART II\all beetles\ADAMANTIUM
Digibeetle_A,Mojoceramon aka HexerVoodoom ,0.1,New Digimon,1,24,37,30,0,2,yes,yes,,battle_command/Command|battle_command_effect/effect|battle_support_skill/support_skill|charname/Sheet1|degeneration_para/digimon|digimon_book_explanation/Sheet1|digimon_common_para/digimon|digimon_farm_para/digimon|digimon_list/digimon|evolution_condition_para/digimon|evolution_next_para/digimon|item_para/table|model_attach_para/digimon01|model_attach_para/digimon02|model_attach_para/digimon03|model_default_scale/digimon|model_default_scale/pc|mon_design_para/Monster|mon_para/Monster|mon_para_hard/Monster|skill_content_name/Sheet1|skill_name/Sheet1|skill_use_group_set/digimon|ui_mon_param_info/Field,D:\SteamLibrary\steamapps\common\SimpleDSCSModManager-develop\SimpleDSCSModManager\mods\ADAMANTIUM
Digibeetle_S,Mojoceramon aka HexerVoodoom ,0.1,New Digimon,1,24,36,30,0,2,yes,yes,,battle_command/Command|battle_command_effect/effect|battle_support_skill/support_skill|charname/Sheet1|degeneration_para/digimon|digimon_book_explanation/Sheet1|digimon_common_para/digimon|digimon_farm_para/digimon|digimon_list/digimon|evolution_condition_para/digimon|evolution_next_para/digimon|item_para/table|model_attach_para/digimon01|model_attach_para/digimon02|model_attach_para/digimon03|model_default_scale/digimon|model_default_scale/pc|mon_design_para/Monster|mon_para/Monster|mon_para_hard/Monster|skill_content_name/Sheet1|skill_name/Sheet1|skill_use_group_set/digimon|ui_mon_param_info/Field,D:\Mateus\Modding Digimon\DIGIMON WORLD 2 PART II\all beetles\STEEL
Digibeetle_S,Mojoceramon aka HexerVoodoom ,0.1,New Digimon,1,24,40,30,0,2,yes,yes,,battle_command/Command|battle_command_effect/effect|battle_support_skill/support_skill|charname/Sheet1|degeneration_para/digimon|digimon_book_explanation/Sheet1|digimon_common_para/digimon|digimon_farm_para/digimon|digimon_list/digimon|evolution_condition_para/digimon|evolution_next_para/digimon|item_para/table|model_attach_para/digimon01|model_attach_para/digimon02|model_attach_para/digimon03|model_default_scale/digimon|model_default_scale/pc|mon_design_para/Monster|mon_para/Monster|mon_para_hard/Monster|skill_content_name/Sheet1|skill_name/Sheet1|skill_use_group_set/digimon|ui_mon_param_info/Field,D:\SteamLibrary\steamapps\common\SimpleDSCSModManager-develop\SimpleDSCSModManager\mods\STEEL
Digibeetle_T,Mojoceramon aka HexerVoodoom ,0.1,New Digimon,1,24,34,30,0,2,yes,yes,,battle_command/Command|battle_command_effect/effect|battle_support_skill/support_skill|charname/Sheet1|degeneration_para/digimon|digimon_book_explanation/Sheet1|digimon_common_para/digimon|digimon_farm_para/digimon|digimon_list/digimon|evolution_condition_para/digimon|evolution_next_para/digimon|item_para/table|model_attach_para/digimon01|model_attach_para/digimon02|model_attach_para/digimon03|model_default_scale/digimon|model_default_scale/pc|mon_design_para/Monster|mon_para/Monster|mon_para_hard/Monster|skill_content_name/Sheet1|skill_name/Sheet1|skill_use_group_set/digimon|ui_mon_param_info/Field,D:\Mateus\Modding Digimon\DIGIMON WORLD 2 PART II\all beetles\TITANIUM
Digibeetle_T,Mojoceramon aka HexerVoodoom ,0.1,New Digimon,1,24,38,30,0,2,yes,yes,,battle_command/Command|battle_command_effect/effect|battle_support_skill/support_skill|charname/Sheet1|degeneration_para/digimon|digimon_book_explanation/Sheet1|digimon_common_para/digimon|digimon_farm_para/digimon|digimon_list/digimon|evolution_condition_para/digimon|evolution_next_para/digimon|item_para/table|model_attach_para/digimon01|model_attach_para/digimon02|model_attach_para/digimon03|model_default_scale/digimon|model_default_scale/pc|mon_design_para/Monster|mon_para/Monster|mon_para_hard/Monster|skill_content_name/Sheet1|skill_name/Sheet1|skill_use_group_set/digimon|ui_mon_param_info/Field,D:\SteamLibrary\steamapps\common\SimpleDSCSModManager-develop\SimpleDSCSModManager\mods\TITANIUM
Digibeetles,Mojoceramon aka HexerVoodoom ,0.1,New Digimon,1,24,53,30,0,2,yes,yes,,battle_command/Command|battle_command_effect/effect|battle_support_skill/support_skill|charname/Sheet1|degeneration_para/digimon|digimon_book_explanation/Sheet1|digimon_common_para/digimon|digimon_farm_para/digimon|digimon_list/digimon|evolution_condition_para/digimon|evolution_next_para/digimon|item_para/table|model_attach_para/digimon01|model_attach_para/digimon02|model_attach_para/digimon03|model_default_scale/digimon|model_default_scale/pc|mon_design_para/Monster|mon_para/Monster|mon_para_hard/Monster|skill_content_name/Sheet1|skill_name/Sheet1|skill_use_group_set/digimon|ui_mon_param_info/Field,D:\Mateus\Modding Digimon\DIGIMON WORLD 2 PART II\all beetles
Digibeetles,Mojoceramon aka HexerVoodoom ,0.1,New Digimon,1,26,261,30,0,2,yes,yes,,battle_command/Command|battle_command_effect/effect|battle_support_skill/support_skill|charname/Sheet1|degeneration_para/digimon|digimon_book_explanation/Sheet1|digimon_common_para/digimon|digimon_farm_para/digimon|digimon_list/digimon|evolution_condition_para/digimon|evolution_next_para/digimon|item_para/table|model_attach_para/digimon01|model_attach_para/digimon02|model_attach_para/digimon03|model_default_scale/digimon|model_default_scale/pc|mon_design_para/Monster|mon_para/Monster|mon_para_hard/Monster|same_animation_data/digimon|same_animation_data/pc|skill_content_name/Sheet1|skill_name/Sheet1|skill_use_group_set/digimon|ui_mon_param_info/Field,D:\SteamLibrary\steamapps\common\SimpleDSCSModManager-develop\SimpleDSCSModManager\mods\all beetles
Arresterdramon SM (Brave Snatcher),Mojoceramon aka HexerVoodoom & Echodex,1.0,Digimon,1,28,67,72,0,3,yes,yes,,battle_command/Command|battle_command_effect/effect|battle_effect/effect|battle_support_skill/support_skill|battle_voice/voice|battle_voice_add/voice|charname/Sheet1|degeneration_para/digimon|digimon_book_explanation/Sheet1|digimon_common_para/digimon|digimon_common_para/no_generations|digimon_farm_para/digimon|digimon_list/digimon|evolution_condition_para/digimon|evolution_next_para/digimon|model_attach_para/digimon01|model_attach_para/digimon02|model_attach_para/digimon03|model_default_scale/digimon|mon_design_para/Monster|mon_para/Monster|mon_para_hard/Monster|skill_content_name/Sheet1|skill_name/Sheet1|skill_use_group_set/digimon|support_skill_content_name/Sheet1|support_skill_name/Sheet1|ui_mon_param_info/Field,D:\Mateus\Modding Digimon\arresterdramon\ARRESTERDRAMON MOD\Arresterdramon SM\ArresterdramonSM_NEW
Arresterdramon SM (Brave Snatcher),Mojoceramon aka HexerVoodoom & Echodex,1.0,Digimon,1,28,67,72,0,3,yes,yes,,battle_command/Command|battle_command_effect/effect|battle_effect/effect|battle_support_skill/support_skill|battle_voice/voice|battle_voice_add/voice|charname/Sheet1|degeneration_para/digimon|digimon_book_explanation/Sheet1|digimon_common_para/digimon|digimon_common_para/no_generations|digimon_farm_para/digimon|digimon_list/digimon|evolution_condition_para/digimon|evolution_next_para/digimon|model_attach_para/digimon01|model_attach_para/digimon02|model_attach_para/digimon03|model_default_scale/digimon|mon_design_para/Monster|mon_para/Monster|mon_para_hard/Monster|skill_content_name/Sheet1|skill_name/Sheet1|skill_use_group_set/digimon|support_skill_content_name/Sheet1|support_skill_name/Sheet1|ui_mon_param_info/Field,D:\Mateus\Modding Digimon\arresterdramon\ARRESTERDRAMON MOD\Arresterdramon SM\ArresterdramonSM_NEW\New folder
Arresterdramon SM (Brave Snatcher),Mojoceramon aka HexerVoodoom & Echodex,1.0,Digimon,1,28,67,72,0,3,yes,yes,,battle_command/Command|battle_command_effect/effect|battle_effect/effect|battle_support_skill/support_skill|battle_voice/voice|battle_voice_add/voice|charname/Sheet1|degeneration_para/digimon|digimon_book_explanation/Sheet1|digimon_common_para/digimon|digimon_common_para/no_generations|digimon_farm_para/digimon|digimon_list/digimon|evolution_condition_para/digimon|evolution_next_para/digimon|model_attach_para/digimon01|model_attach_para/digimon02|model_attach_para/digimon03|model_default_scale/digimon|mon_design_para/Monster|mon_para/Monster|mon_para_hard/Monster|skill_content_name/Sheet1|skill_name/Sheet1|skill_use_group_set/digimon|support_skill_content_name/Sheet1|support_skill_name/Sheet1|ui_mon_param_info/Field,D:\SteamLibrary\steamapps\common\SimpleDSCSModManager-develop\SimpleDSCSModManager\mods\ArresterdramonSMBS
Chaosmon: Sleipnir Arm,Mojoceramon aka HexerVoodoom & Echodex,0.1,New Digimon,1,25,44,6,0,0,yes,yes,,battle_command/Command|battle_command_effect/effect|battle_effect/effect|battle_se/se|battle_voice/voice|battle_voice_add/voice|charname/Sheet1|degeneration_para/digimon|digimon_book_explanation/Sheet1|digimon_common_para/digimon|digimon_farm_para/digimon|digimon_list/digimon|evolution_condition_para/digimon|evolution_next_para/digimon|model_attach_para/digimon01|model_attach_para/digimon02|model_attach_para/digimon03|model_default_scale/digimon|mon_design_para/Monster|mon_para/Monster|mon_para_hard/Monster|skill_content_name/Sheet1|skill_name/Sheet1|skill_use_group_set/digimon|ui_mon_param_info/Field,D:\SteamLibrary\steamapps\common\SimpleDSCSModManager-develop\SimpleDSCSModManager\mods\chaosmon_sa
Omegamon (Adventure 2020),Mojoceramon aka HexerVoodoom & Echodex,1.0,Digimon,1,27,48,88,0,0,yes,yes,,battle_command/Command|battle_command_effect/effect|battle_effect/effect|battle_support_skill/support_skill|battle_voice/voice|battle_voice_add/voice|charname/Sheet1|degeneration_para/digimon|digimon_book_explanation/Sheet1|digimon_common_para/digimon|digimon_farm_para/digimon|digimon_list/digimon|evolution_condition_para/digimon|evolution_next_para/digimon|model_attach_para/digimon01|model_attach_para/digimon02|model_attach_para/digimon03|model_default_scale/digimon|mon_design_para/Monster|mon_para/Monster|mon_para_hard/Monster|skill_content_name/Sheet1|skill_name/Sheet1|skill_use_group_set/digimon|support_skill_content_name/Sheet1|support_skill_name/Sheet1|ui_mon_param_info/Field,D:\Mateus\Modding Digimon\ultimateOmegamon\omegamon_2020
Omegamon (Adventure 2020),Mojoceramon aka HexerVoodoom & Echodex,1.0,Digimon,1,27,48,63,0,0,yes,yes,,battle_command/Command|battle_command_effect/effect|battle_effect/effect|battle_support_skill/support_skill|battle_voice/voice|battle_voice_add/voice|charname/Sheet1|degeneration_para/digimon|digimon_book_explanation/Sheet1|digimon_common_para/digimon|digimon_farm_para/digimon|digimon_list/digimon|evolution_condition_para/digimon|evolution_next_para/digimon|model_attach_para/digimon01|model_attach_para/digimon02|model_attach_para/digimon03|model_default_scale/digimon|mon_design_para/Monster|mon_para/Monster|mon_para_hard/Monster|skill_content_name/Sheet1|skill_name/Sheet1|skill_use_group_set/digimon|support_skill_content_name/Sheet1|support_skill_name/Sheet1|ui_mon_param_info/Field,D:\SteamLibrary\steamapps\common\SimpleDSCSModManager-develop\SimpleDSCSModManager\mods\omegamon_2020
Shoutmon (King Version),Mojoceramon aka HexerVoodoom & Echodex,1.0,New Digimon,1,27,47,26,0,0,yes,yes,,battle_command/Command|battle_command_effect/effect|battle_support_skill/support_skill|battle_voice/voice|battle_voice_add/voice|charname/Sheet1|degeneration_para/digimon|digimon_book_explanation/Sheet1|digimon_common_para/digimon|digimon_common_para/no_generations|digimon_farm_para/digimon|digimon_list/digimon|evolution_condition_para/digimon|evolution_next_para/digimon|model_attach_para/digimon01|model_attach_para/digimon02|model_attach_para/digimon03|model_default_scale/digimon|mon_design_para/Monster|mon_para/Monster|mon_para_hard/Monster|skill_content_name/Sheet1|skill_name/Sheet1|skill_use_group_set/digimon|support_skill_content_name/Sheet1|support_skill_name/Sheet1|ui_mon_param_info/Field,D:\SteamLibrary\steamapps\common\SimpleDSCSModManager-develop\SimpleDSCSModManager\mods\KingShoutmon
Shoutmon (King Version),Mojoceramon aka HexerVoodoom & Echodex,1.0,New Digimon,1,28,4,20,0,0,yes,yes,,battle_command/Command|battle_command_effect/effect|battle_support_skill/support_skill|battle_voice/voice|battle_voice_add/voice|charname/Sheet1|degeneration_para/digimon|digimon_book_explanation/Sheet1|digimon_common_para/digimon|digimon_common_para/no_generations|digimon_farm_para/digimon|digimon_list/digimon|evolution_condition_para/digimon|evolution_next_para/digimon|model_attach_para/digimon01|model_attach_para/digimon02|model_attach_para/digimon03|model_default_scale/digimon|mon_design_para/Monster|mon_para/Monster|mon_para_hard/Monster|same_animation_data/digimon|skill_content_name/Sheet1|skill_name/Sheet1|skill_use_group_set/digimon|support_skill_content_name/Sheet1|support_skill_name/Sheet1|ui_mon_param_info/Field,D:\SteamLibrary\steamapps\common\SimpleDSCSModManager-develop\SimpleDSCSModManager\mods\KingShoutmon_final
Chaosmon Brachio,Mojoceramon aka HexerVoodoom and  @jdkdoodles,0.1,New Digimon,1,11,34,44,0,5,yes,yes,,battle_command_effect/effect|battle_command_effect/item|charname/Sheet1|digimon_book_explanation/Sheet1|evolution_condition_para/digimon|evolution_next_para/digimon|item_explanation/Sheet1|item_name/Sheet1|medal_gasha_para/table|skill_content_name/Sheet1|skill_name/Sheet1,D:\Mateus\Modding Digimon\chaos brach
Chaosmon-B,Mojoceramon aka HexerVoodoom and  @jdkdoodles,0.1,New Digimon,1,23,36,20,0,0,yes,yes,,battle_command/Command|battle_command_effect/effect|battle_effect/effect|battle_se/se|charname/Sheet1|degeneration_para/digimon|digimon_book_explanation/Sheet1|digimon_common_para/digimon|digimon_farm_para/digimon|digimon_list/digimon|evolution_condition_para/digimon|evolution_next_para/digimon|model_attach_para/digimon01|model_attach_para/digimon02|model_attach_para/digimon03|model_default_scale/digimon|mon_design_para/Monster|mon_para/Monster|mon_para_hard/Monster|skill_content_name/Sheet1|skill_name/Sheet1|skill_use_group_set/digimon|ui_mon_param_info/Field,D:\SteamLibrary\steamapps\common\SimpleDSCSModManager-develop\SimpleDSCSModManager\mods\Chaosmon-B
digibeetle1,Mojoceramon aka HexerVoodoom and  @jdkdoodles,0.1,New Digimon,1,8,42,13,0,2,no,yes,,model_default_scale/digimon|model_default_scale/mob|model_default_scale/npc|model_default_scale/pc|same_animation_data/digimon|same_animation_data/mob|same_animation_data/npc|same_animation_data/pc,D:\Mateus\destop\octonautas\digibeetle
digibeetle1,Mojoceramon aka HexerVoodoom and  @jdkdoodles,0.1,New Digimon,1,8,8,10,0,1,no,yes,,model_default_scale/digimon|model_default_scale/mob|model_default_scale/npc|model_default_scale/pc|same_animation_data/digimon|same_animation_data/mob|same_animation_data/npc|same_animation_data/pc,D:\Mateus\destop\octonautas\digibeetle\digibeetle final\esse modelo com o osso de fora
Mojoceramon,Mojoceramon aka HexerVoodoom and  @jdkdoodles,0.1,New Digimon,1,19,54,27,0,1,yes,yes,,charname/Sheet1|degeneration_para/digimon|digimon_book_explanation/Sheet1|digimon_common_para/digimon|digimon_farm_para/digimon|digimon_list/digimon|evolution_condition_para/digimon|evolution_next_para/digimon|model_attach_para/digimon01|model_attach_para/digimon02|model_attach_para/digimon03|model_default_scale/digimon|model_default_scale/pc|model_position_offset/offset|mon_design_para/Monster|mon_para/Monster|mon_para_hard/Monster|skill_use_group_set/digimon|ui_mon_param_info/Field,D:\SteamLibrary\steamapps\common\SimpleDSCSModManager-develop\SimpleDSCSModManager\mods\mod mojo
Mojoceramon,Mojoceramon aka HexerVoodoom and  @jdkdoodles,0.1,New Digimon,1,3,18,23,0,1,no,yes,,model_default_scale/digimon|model_default_scale/pc|model_position_offset/offset,D:\SteamLibrary\steamapps\common\SimpleDSCSModManager-develop\SimpleDSCSModManager\mods\mod mojov3
mustache,Mojoceramon aka HexerVoodoom and  @jdkdoodles,0.1,New Digimon,1,0,0,5,0,0,no,yes,,,D:\Mateus\destop\alex taylor\mustache
triceradw2,Mojoceramon aka HexerVoodoom and  @jdkdoodles,0.1,New Digimon,1,0,8,11,0,0,no,yes,,,D:\Mateus\destop\octonautas\triceradw2
triceradw2,Mojoceramon aka HexerVoodoom and  @jdkdoodles,0.1,New Digimon,1,0,4,8,0,0,no,yes,,,D:\SteamLibrary\steamapps\common\SimpleDSCSModManager-develop\SimpleDSCSModManager\mods\triceradw2
triceradw2,Mojoceramon aka HexerVoodoom and  @jdkdoodles,0.1,New Digimon,1,0,8,11,0,0,no,yes,,,D:\SteamLibrary\steamapps\common\SimpleDSCSModManager-develop\SimpleDSCSModManager\mods\triceradw2yg
v2 WereGarurumon Sagittarius Mode,Mojoceramon and Echodex,1,New Digimon,1,0,15,19,0,0,no,yes,,,D:\SteamLibrary\steamapps\common\SimpleDSCSModManager-develop\SimpleDSCSModManager\mods\v22
WereGarurumon Sagittarius Mode,Mojoceramon and Echodex,1,New Digimon,1,0,4,11,0,0,no,yes,,,D:\SteamLibrary\steamapps\common\SimpleDSCSModManager-develop\SimpleDSCSModManager\mods\mod_sagittarius
Imperialdramon (Black) and Infected,"Mojoceramon, AlterX and Echodex",1,New Digimon,1,27,137,88,0,0,yes,yes,,battle_command/Command|battle_command_effect/effect|battle_effect/effect|battle_support_skill/support_skill|battle_voice/voice|battle_voice_add/voice|charname/Sheet1|degeneration_para/digimon|digimon_book_explanation/Sheet1|digimon_common_para/digimon|digimon_farm_para/digimon|digimon_list/digimon|evolution_condition_para/digimon|evolution_next_para/digimon|model_attach_para/digimon01|model_attach_para/digimon02|model_attach_para/digimon03|model_default_scale/digimon|mon_design_para/Monster|mon_para/Monster|mon_para_hard/Monster|skill_content_name/Sheet1|skill_name/Sheet1|skill_use_group_set/digimon|support_skill_content_name/Sheet1|support_skill_name/Sheet1|ui_mon_param_info/Field,D:\SteamLibrary\steamapps\common\SimpleDSCSModManager-develop\SimpleDSCSModManager\mods\Imperialdramon_Black_and_Infected
Imperialdramon (Black) and Infected,"Mojoceramon, AlterX and Echodex",1,New Digimon,1,27,137,88,0,0,yes,yes,,battle_command/Command|battle_command_effect/effect|battle_effect/effect|battle_support_skill/support_skill|battle_voice/voice|battle_voice_add/voice|charname/Sheet1|degeneration_para/digimon|digimon_book_explanation/Sheet1|digimon_common_para/digimon|digimon_farm_para/digimon|digimon_list/digimon|evolution_condition_para/digimon|evolution_next_para/digimon|model_attach_para/digimon01|model_attach_para/digimon02|model_attach_para/digimon03|model_default_scale/digimon|mon_design_para/Monster|mon_para/Monster|mon_para_hard/Monster|skill_content_name/Sheet1|skill_name/Sheet1|skill_use_group_set/digimon|support_skill_content_name/Sheet1|support_skill_name/Sheet1|ui_mon_param_info/Field,D:\SteamLibrary\steamapps\common\SimpleDSCSModManager-develop\SimpleDSCSModManager\mods\New folderxasa
Imperialdramon (Black) and Infected,"Mojoceramon, AlterX and Echodex",2,New Digimon,1,27,137,88,0,0,yes,yes,,battle_command/Command|battle_command_effect/effect|battle_effect/effect|battle_support_skill/support_skill|battle_voice/voice|battle_voice_add/voice|charname/Sheet1|degeneration_para/digimon|digimon_book_explanation/Sheet1|digimon_common_para/digimon|digimon_farm_para/digimon|digimon_list/digimon|evolution_condition_para/digimon|evolution_next_para/digimon|model_attach_para/digimon01|model_attach_para/digimon02|model_attach_para/digimon03|model_default_scale/digimon|mon_design_para/Monster|mon_para/Monster|mon_para_hard/Monster|skill_content_name/Sheet1|skill_name/Sheet1|skill_use_group_set/digimon|support_skill_content_name/Sheet1|support_skill_name/Sheet1|ui_mon_param_info/Field,D:\SteamLibrary\steamapps\common\SimpleDSCSModManager-develop\SimpleDSCSModManager\mods\infected imperialdramon
"Imperialdramon Pack: Black, Infected & Paladin","Mojoceramon, AlterX and Echodex",2,New Digimon,1,27,173,100,0,0,yes,yes,,battle_command/Command|battle_command_effect/effect|battle_effect/effect|battle_support_skill/support_skill|battle_voice/voice|battle_voice_add/voice|charname/Sheet1|degeneration_para/digimon|digimon_book_explanation/Sheet1|digimon_common_para/digimon|digimon_farm_para/digimon|digimon_list/digimon|evolution_condition_para/digimon|evolution_next_para/digimon|model_attach_para/digimon01|model_attach_para/digimon02|model_attach_para/digimon03|model_default_scale/digimon|mon_design_para/Monster|mon_para/Monster|mon_para_hard/Monster|skill_content_name/Sheet1|skill_name/Sheet1|skill_use_group_set/digimon|support_skill_content_name/Sheet1|support_skill_name/Sheet1|ui_mon_param_info/Field,D:\SteamLibrary\steamapps\common\SimpleDSCSModManager-develop\SimpleDSCSModManager\mods\imperialdramon_pack
"ruin test Imperialdramon Pack: Black, Infected & Paladin","Mojoceramon, AlterX and Echodex",2,New Digimon,1,27,177,105,0,1,yes,yes,,battle_command/Command|battle_command_effect/effect|battle_effect/effect|battle_support_skill/support_skill|battle_voice/voice|battle_voice_add/voice|charname/Sheet1|degeneration_para/digimon|digimon_book_explanation/Sheet1|digimon_common_para/digimon|digimon_farm_para/digimon|digimon_list/digimon|evolution_condition_para/digimon|evolution_next_para/digimon|model_attach_para/digimon01|model_attach_para/digimon02|model_attach_para/digimon03|model_default_scale/digimon|mon_design_para/Monster|mon_para/Monster|mon_para_hard/Monster|skill_content_name/Sheet1|skill_name/Sheet1|skill_use_group_set/digimon|support_skill_content_name/Sheet1|support_skill_name/Sheet1|ui_mon_param_info/Field,D:\SteamLibrary\steamapps\common\SimpleDSCSModManager-develop\SimpleDSCSModManager\mods\ruin mode
Skip Dialogue & Cutscene Mod,Pherakki,0.2,Script,1,0,0,0,5182,0,no,yes,,,D:\SteamLibrary\steamapps\common\SimpleDSCSModManager-develop\SimpleDSCSModManager\mods\dscs-skipdialoguemod
